id,nombre,tipo,localidad,provincia,lat,lon,altura,ubicacion,desde,hasta
A872931,Tilisarao - EEA San Luis,Nimbus THP,Tilisarao,San Luis,-32.67,-65.23,728.799987792969,Autopista 55 Km 886.0,2014-09-01T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
D0009,INTA - Valle Inferior,Davis,Viedma,Río Negro,-40.8,-63.06,14,"",2015-07-20T00:00:00Z[UTC],2016-07-02T00:00:00Z[UTC]
D0004,Bodegas Etchart,Davis,Cafayate,Salta,-26.1,-65.97,1620,Ruta Nacional Nº 40 - Km 4338,2014-11-24T00:00:00Z[UTC],2020-04-01T00:00:00Z[UTC]
D0053,Telsen - Chubut,Davis,Telsen,Chubut,-42.43,-66.89,347,Telsen - Escuela N° 95,2014-10-30T00:00:00Z[UTC],2020-03-05T00:00:00Z[UTC]
D0052,Sarmiento - Chubut,Davis,Sarmiento,Chubut,-45.61,-69.07,280,Escuela N° 725 - Sarmiento,2014-11-01T00:00:00Z[UTC],2020-04-04T00:00:00Z[UTC]
A872838,Aparicio - EEA Barrow,Nimbus THP,Coronel Dorrego,Buenos Aires,-38.67,-60.93,118.800003051758,0,2014-11-12T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872839,Loma Chata - EEA Barrow,Nimbus THP,Coronel Dorrego,Buenos Aires,-38.65,-61.45,159.800003051758,0,2014-11-13T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
D0011,Las Lajitas,Davis,Las Lajitas,Salta,-24.74,-64.25,490,Ruta Prov. Nº 5 Km. 93.5,2014-11-11T00:00:00Z[UTC],2020-03-12T00:00:00Z[UTC]
A872826,Villa Dolores - EEA Manfredi,Nimbus THP,Manfredi,Córdoba,-31.94,-65.22,707.700012207031,-,2015-08-21T00:00:00Z[UTC],2024-05-27T00:00:00Z[UTC]
A872829,Dean Funes - EEA Manfredi,Nimbus THP,Dean Funes,Córdoba,-30.34,-64.32,701.5,-,2015-04-14T00:00:00Z[UTC],2024-07-12T00:00:00Z[UTC]
D0014,Comandante Fontana,Davis,Comandante Fontana,Formosa,-25.36,-59.69,86,Zona Rural - Lote 20,2015-03-04T00:00:00Z[UTC],2015-03-12T00:00:00Z[UTC]
A872700, Zampalito - EEA Consulta,Nimbus THP,Tupungato,Mendoza,-33.48,-69.05,750,"Zampalito, Tupungato, Mendoza",2015-07-22T00:00:00Z[UTC],2019-07-26T00:00:00Z[UTC]
A872945,Capilla de Siton - ICyA CIRN,Nimbus THP,Capilla de Sitón,Córdoba,-30.57,-63.65,212,-,2015-04-14T00:00:00Z[UTC],2023-04-28T00:00:00Z[UTC]
D0015,Buenaventura,Davis,Anta,Salta,-24.98,-64.37,579,Ruta Prov. N° 68 Km. 9,2015-07-09T00:00:00Z[UTC],2018-12-10T00:00:00Z[UTC]
A872946,Cañada Ombu - EEA Reconquista,Nimbus THP,Cañada Ombu,Santa Fe,-28.36,-60.15,58,"Ruta 100, KM 20,Código Postal: 3551",2016-11-21T00:00:00Z[UTC],2022-12-14T00:00:00Z[UTC]
A872951,Bella Vista - EEA Bella Vista,Nimbus THP,Bella Vista,Corrientes,-28.45,-58.99,70,Ruta 27-10Km norte de Bella Vista -CC5-3432,2015-06-17T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872952,Herlitzka - EEA Corrientes,Nimbus THP,Herliszka,Corrientes,-27.62,-58.37,67.8000030517578,Ruta 5 - km 45.5,2015-06-19T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872954,Monte Quemado - EEA E Santiago,Nimbus THP,Monte Quemado,Santiago del Estero,-25.86,-62.71,203,"Ruta 16 - km 427,5",2015-09-10T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872955,Quimilí - EEA E Santiago,Nimbus THP,Quimilí,Santiago del Estero,-27.54,-62.35,137,"Ruta Provincial 6, Km 14. CP: 3740",2015-09-09T00:00:00Z[UTC],2024-07-15T00:00:00Z[UTC]
A872956,Los Juríes - EEA E Santiago,Nimbus THP,Los Juríes,Santiago del Estero,-28.61,-62.16,78,Ruta 13 (a 5Km al Sur del pueblo) CP: 3763,2015-09-08T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872957,Pampa Infierno -EA Sáenz Peña,Nimbus THP,Pampa del Infierno,Chaco,-26.5,-61.2,149.699996948242,"Ruta 16; Km 262,5; CP: 3708",2015-12-02T00:00:00Z[UTC],2022-09-08T00:00:00Z[UTC]
A872958,Du Graty - EEA Sáenz Peña,Nimbus THP,Coronel Du Graty,Chaco,-27.7,-60.91,89.3000030517578,Acceso Sur Prolongación; CP: 3541,2015-12-02T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
D0054,El Galpon,Davis,El Galpón,Salta,-25.38,-64.64,520,---,2016-01-06T00:00:00Z[UTC],2020-03-13T00:00:00Z[UTC]
D0055,Bordo,Davis,General Güemes,Salta,-24.66,-65.11,797,Estancia El Bordo de las Lanzas,2016-01-06T00:00:00Z[UTC],2020-02-06T00:00:00Z[UTC]
D0056,Rosario de Lerma,Davis,Rosario de Lerma,Salta,-24.99,-65.59,1330,Unidad Carcelaria N°6,2016-01-07T00:00:00Z[UTC],2020-04-03T00:00:00Z[UTC]
A872877,Trancas - EEA Famaillá,Nimbus THP,Famaillá,Tucuman,-26.28,-65.27,771.099975585938,-,2015-12-16T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872963,Villa Ana - EEA Reconquista,Nimbus THP,Villa Ana,Santa Fe,-28.44,-59.8,85,"RP 295, Km 19. Dto. Vera, Juridiccion Golondrina",2016-05-31T00:00:00Z[UTC],2023-12-13T00:00:00Z[UTC]
A872962,La Cigüeña - EEA Reconquista,Nimbus THP,Fortin Olmos,Santa Fe,-29.25,-61.02,67,"Paraje La Cigueña, RP 98 y RP 13 Dto Vera",2016-06-07T00:00:00Z[UTC],2024-06-01T00:00:00Z[UTC]
A872923,Abra Pampa - EEA Abra Pampa,Nimbus THP,Abra Pampa,Jujuy,-22.8,-65.83,3463,Ruta Provincial 11 km 17 - Abra Pampa,2013-08-28T00:00:00Z[UTC],2024-03-14T00:00:00Z[UTC]
A872817,Bordenave - EEA Bordenave,Nimbus THP,Bordenave,Buenos Aires,-37.75,-63.08,202,"Ruta Provincial 76 Km 36,5 8187",2016-11-02T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872947,Plottier - IPAF Patagonia,Nimbus THP,Plottier,Neuquen,-38.95,-68.33,283,-,2016-11-01T00:00:00Z[UTC],2023-12-16T00:00:00Z[UTC]
D0057,EEA Cesareo Naredo,Davis,Guamini,Buenos Aires,-36.5,-62,120,EEA Cesareo Naredo,2017-09-08T00:00:00Z[UTC],2019-06-07T00:00:00Z[UTC]
A872898,Ing. Jacobacci - EEA Bariloche,Nimbus THP,Ingeniero Jacobacci,Río Negro,-41.33,-69.55,30,AER Ing. Jacobacci,2019-03-12T00:00:00Z[UTC],2024-07-20T00:00:00Z[UTC]
A872971,Ituzaingo - EEA Corrientes,Nimbus THP,Ituzaingo,Corrientes,-27.54,-56.58,20,Ituzaingo,2019-09-26T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872972,Gral. Conesa - EEA Valle Inf.,Nimbus THP,General Conesa,Río Negro,-40.21,-64.19,100,"",2019-01-08T00:00:00Z[UTC],2024-04-27T00:00:00Z[UTC]
A872941,Tupungato - EEA La Consulta,Nimbus THP,Tupungato,Mendoza,-33.03,-69.28,100,"Ruta Provincial 89, sn",2019-11-27T00:00:00Z[UTC],2023-04-28T00:00:00Z[UTC]
A872926,Casbas - EEA C. Naredo,Nimbus THP,A definir,Sin asignar,-36.86,-62.45,100,Casbas,2019-11-05T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872856,Paso de Indios - EEA Chubut,Nimbus THP,Paso de Indios,Chubut,-43.86,-69.05,100,9 de Julio y Gmo. Rawson,2019-09-27T00:00:00Z[UTC],2024-05-22T00:00:00Z[UTC]
A872852,Trevelin - EEA Esquel,Nimbus THP,Trevelin,Chubut,-43.12,-71.55,339,"Ruta de acceso a presa Futaleufú, km 13 (C.P.: 920",2021-05-07T00:00:00Z[UTC],2024-02-22T00:00:00Z[UTC]
A872873,Taco Ralo - EEA Famailla,Nimbus THP,Taco Ralo,Tucuman,-27.83,-65.05,30,"",2021-07-21T00:00:00Z[UTC],2022-10-06T00:00:00Z[UTC]
A872918,Pje. Desmochado - EEA B Vista,Nimbus THP,Bella Vista,Corrientes,-28.8,-59,50,"RN 123, km 5, entrada a Pje. Desmochado",2021-06-09T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872917,Col. Tabay - EEA Bella Vista,Nimbus THP,Colonia Tabay,Corrientes,-28.18,-58.16,10,"Ruta 118, km 47, C.P.: 3421 (Dto. Concepción)",2021-09-16T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872967,El Calafate - EEA Rio Gallegos,Nimbus THP,El Calafate,Santa Cruz,-50.31,-72.32,200,"Punta Soberana, El Calafate, C.P.: 9405",2021-12-17T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
A872993,993 - LAB,Nimbus THP,Castilla,Buenos Aires,-90,0,0,LABORATORIO,2022-03-08T00:00:00Z[UTC],2024-04-12T00:00:00Z[UTC]
A872996,996 - LAB,Nimbus THP,Castilla,Buenos Aires,-90,0,0,LABORATORIO,2021-11-12T00:00:00Z[UTC],2024-07-14T00:00:00Z[UTC]
A872998,998 - LAB,Nimbus THP,Castilla,Buenos Aires,-90,0,0,Laboratorio,2022-03-16T00:00:00Z[UTC],2024-07-11T00:00:00Z[UTC]
A872949,Guardia Mitre - EEA V Inferior,Nimbus THP,Guardia Mitre,Río Negro,-40.43,-63.68,30,"",2022-10-28T00:00:00Z[UTC],2022-10-30T00:00:00Z[UTC]
A872970,IDEVI - EEA Valle Inferior,Nimbus THP,Viedma,Río Negro,-40.71,-63.53,100,"",2022-11-10T00:00:00Z[UTC],2024-03-13T00:00:00Z[UTC]
A872899,J J Castelli - EEA Saenz Peña,Nimbus THP,Castelli,Chaco,-25.96,-60.56,0,rn,2023-09-06T00:00:00Z[UTC],2024-06-18T00:00:00Z[UTC]
NH0485,INTA - Mendoza (EMC),Convencional Instr. Completo,Junin,Mendoza,-33.15,-68.47,653,San Juan Acceso Sur y Aráoz - 5507,1968-09-01T00:00:00Z[UTC],1981-12-31T00:00:00Z[UTC]
NH0990,INTA DELTA del Parana (EMC),Convencional Instr. Completo,Campana,Buenos Aires,-34.18,-58.86,1,R Paraná y Cnl. Comas-4 sección de islas (2804),1967-01-01T00:00:00Z[UTC],1990-12-31T00:00:00Z[UTC]
NH0070,INTA - Catamarca Sumalao (EMC),Convencional Instr. Completo,Valle Viejo,Catamarca,-28.48,-65.73,525,Ruta Prov.33 Km 4 - 4705,1958-01-01T00:00:00Z[UTC],2007-12-31T00:00:00Z[UTC]
NH0457,INTA - Abra Pampa (EMC),Convencional Instr. Completo,Cochinoca,Jujuy,-22.83,-65.85,3484,Prov. 11 Km20 - CC 9 - 4640,1959-01-01T00:00:00Z[UTC],2007-12-31T00:00:00Z[UTC]
NH0448,INTA - Rama Caída (EMC),Convencional Instr. Completo,San Rafael,Mendoza,-34.67,-68.38,692,El Vivero s/n - CC 79 - 5600,1968-09-01T00:00:00Z[UTC],2008-06-30T00:00:00Z[UTC]
NH0037,INTA - Gral Pico (EMC),Convencional Instr. Completo,General Pico,La Pampa,-35.67,-63.75,143,Calle 13 Nº 857 - 6360,1973-01-01T00:00:00Z[UTC],2009-12-03T00:00:00Z[UTC]
NH0475,INTA - Salta (EMC),Convencional Instr. Completo,Cerrillos,Salta,-24.9,-65.5,1250,Ruta 68 Km172 - 4403 CC228 -4400,1971-01-01T00:00:00Z[UTC],2011-08-31T00:00:00Z[UTC]
NH0445,INTA - San Juan (EMC),Convencional Instr. Completo,Angaco,San Juan,-31.37,-68.32,618,Calle 11y Vidart -Va. Aberastain - 5427,1968-09-01T00:00:00Z[UTC],2013-10-31T00:00:00Z[UTC]
NH0439,INTA - Villa Mercedes (EMC),Convencional Instr. Completo,General Pedernera,San Luis,-33.72,-65.48,515,Rutas 7 y 8 - 5730,1968-03-01T00:00:00Z[UTC],2013-10-31T00:00:00Z[UTC]
NH0216,INTA - Barrow (EMC),Convencional Instr. Completo,Tres Arroyos,Buenos Aires,-38.32,-60.25,120,Ruta Nac.3 Km488 - C.C.50 - B7500WAA,1960-01-01T00:00:00Z[UTC],2013-12-31T00:00:00Z[UTC]
NH0230,INTA - Alto Valle (EMC),Convencional Instr. Completo,General Roca,Río Negro,-39.01,-67.4,242,Ruta 22 km1190 - Contralmrte.M.Guerrico - Allen,1970-01-01T00:00:00Z[UTC],2013-12-31T00:00:00Z[UTC]
NH0557,INTA - Trelew (EMC),Convencional Instr. Completo,Rawson,Chubut,-43.23,-65.3,10,Ex Ruta 25 Km1480 - CC 88 - 9100,1971-04-01T00:00:00Z[UTC],2014-01-31T00:00:00Z[UTC]
NH0496,INTA - Concordia (EMC),Convencional Instr. Completo,Concordia,Entre Rios,-31.38,-58.03,48,Ruta 22 y ffcc Est.Yuquerí CC34-E3200AQK,1969-01-01T00:00:00Z[UTC],2014-02-02T00:00:00Z[UTC]
NH0438,INTA - Manfredi (EMC),Convencional Instr. Completo,Río Segundo,Córdoba,-31.82,-63.77,292,Ruta Nac. nro. 9 km 636 - 5988,1969-09-01T00:00:00Z[UTC],2014-05-08T00:00:00Z[UTC]
NH0497,INTA - Conc. del Uruguay (EMC),Convencional Instr. Completo,Uruguay,Entre Rios,-32.49,-58.35,25,"Ruta Provincial 39 Km 143,5 - 3260",1968-01-01T00:00:00Z[UTC],2015-05-31T00:00:00Z[UTC]
NH0464,INTA - El Colorado (EMC),Convencional Instr. Completo,Pirane,Formosa,-26.3,-59.38,78,Av.Carlos Pellegrini s/n Acceso Sur- 3603,1960-01-01T00:00:00Z[UTC],2015-06-28T00:00:00Z[UTC]
NH0343,INTA - Bordenave (EMC),Convencional Instr. Completo,Puan,Buenos Aires,-37.85,-63.02,212,Ruta Provincial 76 Km. 36 - 8187,1960-01-01T00:00:00Z[UTC],2015-12-31T00:00:00Z[UTC]
NH0472,INTA - Oliveros (EMC),Convencional Instr. Completo,Iriondo,Santa Fe,-32.55,-60.85,26,Ruta 11 km353 - 2206,1961-07-01T00:00:00Z[UTC],2017-06-01T00:00:00Z[UTC]
NH0910,Las Rosas (EMC),Convencional Instr. Completo,Las Rosas,Santa Fe,-32.48,-61.57,0,Establecimiento privado,1975-01-01T00:00:00Z[UTC],2017-07-31T00:00:00Z[UTC]
NH0038,INTA - Gral Villegas (EMC),Convencional Instr. Completo,General Villegas,Buenos Aires,-34.92,-62.73,117,San Martín 26 - B6230DCB,1973-04-01T00:00:00Z[UTC],2020-03-16T00:00:00Z[UTC]
P000001,Pluviometro - Tostado,Convencional Instr. Completo,Tostado,Santa Fe,-29.23,-61.77,0,Localidad Tostado,2021-11-01T00:00:00Z[UTC],2021-11-28T00:00:00Z[UTC]
NH0145,INTA - Pergamino (EMC),Convencional Instr. Completo,Pergamino,Buenos Aires,-33.93,-60.55,65,"Ruta 32 Km.4,5 - B2700WAA",1931-01-01T00:00:00Z[UTC],2022-01-12T00:00:00Z[UTC]
NH0498,INTA - Mercedes Ctes (EMC),Convencional Instr. Completo,Mercedes,Corrientes,-29.17,-58.02,100,Calle Juan Pujol s/n - CC38 - 3470,1968-01-01T00:00:00Z[UTC],2022-08-31T00:00:00Z[UTC]
NH0487,INTA - Colonia Benitez (EMC),Convencional Instr. Completo,San Fernando,Chaco,-27.42,-58.93,54,Marcos Briolini s/n - 3505,1968-01-01T00:00:00Z[UTC],2022-09-17T00:00:00Z[UTC]
NH0460,INTA - Corrientes (EMC),Convencional Instr. Completo,Empedrado,Corrientes,-27.65,-58.77,57,"Ruta Nacional 12, Km 1008. CC 57 - 3400",1968-01-01T00:00:00Z[UTC],2022-10-05T00:00:00Z[UTC]
NH0114,INTA - Parana (EMC),Convencional Instr. Completo,Paraná,Entre Rios,-31.85,-60.54,110,"Ruta 11 Km12,5 - Oro Verde - 3101",1956-04-01T00:00:00Z[UTC],2022-12-31T00:00:00Z[UTC]
NH0444,INTA - Famailla (EMC),Convencional Instr. Completo,Famaillá,Tucuman,-27.05,-65.42,363,Ruta 301 km32 - CC 9 - 4132,1968-09-01T00:00:00Z[UTC],2023-03-21T00:00:00Z[UTC]
NH0067,INTA - Bella Vista (EMC),Convencional Instr. Completo,Bella Vista,Corrientes,-28.43,-58.92,70,Ruta 27-10Km norte de Bella Vista -CC5-3432,1959-01-01T00:00:00Z[UTC],2023-03-22T00:00:00Z[UTC]
NH0046,UNR - Zavalla (EMC),Convencional Instr. Completo,Puan,Santa Fe,-33.02,-60.88,50,xxxxxxxxxxxxx,1973-01-01T00:00:00Z[UTC],2023-03-31T00:00:00Z[UTC]
NH0415,INTA - Roque Saenz Peña (EMC),Convencional Instr. Completo,Comandante Fernandez,Chaco,-26.87,-60.45,90,Ruta 95 Km - 1108,1959-01-01T00:00:00Z[UTC],2023-04-01T00:00:00Z[UTC]
NH0442,INTA - La Consulta (EMC),Convencional Instr. Completo,Puan,Mendoza,-33.73,-69.12,740,EX RUTA 40 km 96 - 5567,1970-01-01T00:00:00Z[UTC],2023-04-18T00:00:00Z[UTC]
NH0550,INTA - La Maria S.Estero (EMC),Convencional Instr. Completo,Silipica,Santiago del Estero,-28.02,-64.23,169,La María EEA INTA,1988-04-01T00:00:00Z[UTC],2023-04-23T00:00:00Z[UTC]
NH0989,Capilla del Monte (EMC),Convencional Instr. Completo,Capilla del Monte,Córdoba,-30.87,-64.55,0,Establecimiento privado,2012-01-02T00:00:00Z[UTC],2023-04-24T00:00:00Z[UTC]
NH0421,INTA - Hilario Ascasubi (EMC),Convencional Instr. Completo,Villarino,Buenos Aires,-39.38,-62.62,22,Ruta 3 - Km 794 - 8142,1961-06-01T00:00:00Z[UTC],2023-04-25T00:00:00Z[UTC]
NH0423,INTA - Cerro Azul (EMC),Convencional Instr. Completo,Leandro N Alem,Misiones,-27.65,-55.43,283,Ruta 14. Km1085 - CC6 - 3313,1968-01-01T00:00:00Z[UTC],2023-04-25T00:00:00Z[UTC]
NH0400,INTA - Balcarce (EMC),Convencional Instr. Completo,Balcarce,Buenos Aires,-37.75,-58.3,130,"Ruta 226 Km 73,5 - C.C. 276 - (7620)",1961-02-01T00:00:00Z[UTC],2023-04-26T00:00:00Z[UTC]
NH0358,INTA - Castelar (EMC),Convencional Instr. Completo,Hurlingham,Buenos Aires,-34.61,-58.67,22,Las Cabañas y De Los Reseros s/n,1951-01-01T00:00:00Z[UTC],2023-04-27T00:00:00Z[UTC]
NH0502,INTA - Marcos Juarez (EMC),Convencional Instr. Completo,Marcos Juarez,Córdoba,-32.68,-62.12,110,Ruta 12 km. 3 - 2580,1967-10-01T01:00:00Z[UTC],2023-04-27T00:00:00Z[UTC]
NH0492,INTA - San Pedro (EMC),Convencional Instr. Completo,San Pedro,Buenos Aires,-33.74,-59.8,28,Ruta Nac. Nº9 Km.170 (B2930ZZA),1967-01-01T00:00:00Z[UTC],2023-04-27T00:00:00Z[UTC]
NH0416,INTA - Las Breñas (EMC),Convencional Instr. Completo,9 de Julio,Chaco,-27.1,-61.1,102,Ruta Nac. Nº 94 - 3722,1967-01-01T00:00:00Z[UTC],2023-04-27T00:00:00Z[UTC]
NH0446,INTA - Anguil (EMC),Convencional Instr. Completo,Capital,La Pampa,-36.5,-63.98,165,Ruta 5 Km580 - CC11- 6326,1961-01-01T00:00:00Z[UTC],2023-04-27T00:00:00Z[UTC]
NH0098,INTA - Rafaela (EMC),Convencional Instr. Completo,Vera,Santa Fe,-31.18,-61.55,100,Ruta 34 Km227 - CC 22 - 2300,1956-04-01T00:00:00Z[UTC],2023-04-27T00:00:00Z[UTC]
NH0437,INTA - Reconquista (EMC),Convencional Instr. Completo,Reconquista,Santa Fe,-29.18,-59.7,42,Ruta 11 km773 - S3567XAA,1970-08-01T00:00:00Z[UTC],2023-04-27T00:00:00Z[UTC]
A872854,Colan Conhué - EEA Esquel,Nimbus THP,Colan Conhué,Chubut,-43.23,-69.92,844,---,2004-05-08T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872994,994 - LAB,Nimbus THP,Castilla,Buenos Aires,-90,0,0,LABORATORIO,2022-03-08T00:00:00Z[UTC],2024-05-10T00:00:00Z[UTC]
A872995,995 - LAB,Nimbus THP,Castilla,Buenos Aires,-90,0,0,LABORATORIO,2022-03-08T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872868,Las Rosas - EEA Oliveros,Nimbus THP,Las Rosas,Santa Fe,-32.49,-61.57,100,"Ruta Nacional 178-Km 201, CP: 2520",2011-11-29T00:00:00Z[UTC],2024-07-17T00:00:00Z[UTC]
A872815,Ferre - EEA Pergamino,Nimbus THP,Ferré,Buenos Aires,-34.1,-61.14,103,"Ruta Provincial 50, Km. 638.",2011-11-22T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872824,Balcarce - EEA Balcarce,Nimbus THP,Balcarce,Buenos Aires,-37.76,-58.3,130,"Ruta 226 km 73,5. C.C 276 CP: 7620",2010-11-10T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A875000,5000,Nimbus THP,Hurlingham,Buenos Aires,-85,-55,0,-,2019-11-20T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872804,Villa Paranacito-EEA C. del Ur,Nimbus THP,Villa Paranacito,Entre Rios,-33.71,-58.65,10,"Arroyo La Tinta, Villa Paranacito. C.P.: 2823",2021-04-12T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872948,Villa Ramallo - EEA San Pedro,Nimbus THP,Villa Ramallo,Buenos Aires,-33.52,-60.11,10,"Ruta 9, km 208, Villa Ramallo",2021-05-20T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872870,Hughes - EEA Oliveros,Nimbus THP,Hughes,Santa Fe,-33.85,-61.33,80,Camino Rural hacia el tambo 878,2024-01-05T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872801,Castelar - ICyA CIRN,Nimbus THP,Hurlingham,Buenos Aires,-34.61,-58.67,22,Las Cabañas y De Los Reseros s/n,2009-08-06T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872835,Rio Tala - EEA San Pedro,Nimbus THP,Rio Tala,Buenos Aires,-33.77,-59.63,29,"Ruta Provincial 1001, km 10,5 CP: 2944",2010-08-31T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872820,Arrecifes - EEA Pergamino,Nimbus THP,Arrecifes,Buenos Aires,-34.05,-60.14,36,"Ruta 8 Km 178,5",2010-10-11T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872805,Federal - EEA Concordia,Nimbus THP,Federal,Entre Rios,-30.93,-58.77,65,"Ruta 127, a 1 km de Va. Federal",2010-12-14T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872803,S.J. Frontera - EEA Concordia,Nimbus THP,San Jaime de la Frontera,Entre Rios,-30.36,-58.32,77,"Ruta 127, a 2 km de S.J. de la Frontera",2010-12-15T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872874,La Colmena - EEA Paraná,Nimbus THP,La Colmena,Entre Rios,-31.55,-59.72,75,Paraje La Colmena. Ruta Nac. 127. km 88,2011-10-13T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872872,25 de Mayo - EEA Pergamino,Nimbus THP,25 de Mayo,Buenos Aires,-35.48,-60.13,85,CC 18 CP6660,2012-09-04T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872942,Lincoln - EEA Villegas,Nimbus THP,General Lincoln,Buenos Aires,-34.84,-61.6,109.800003051758,"Ruta 188, Km 225 (1.5 km por camino rural) CP 6070",2014-12-01T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872939,La Consulta - EEA Consulta,Nimbus THP,San Carlos,Mendoza,-33.77,-69.15,769,"La Consulta, San Carlos, Mendoza",2015-07-22T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872802,San Fernando - EEA Delta,Nimbus THP,Tigre,Buenos Aires,-34.25,-58.61,3,Arroyo Durazno. 2° Sección de Islas.,2018-02-08T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872897,Gob. Virasoro - EEA Mercedes,Nimbus THP,Santo Tome,Corrientes,-28.27,-55.86,97,Ruta Prov. 94 y 70,2018-06-22T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872831,San Salvador - EEA Concordia,Nimbus THP,San Salvador,Entre Rios,-31.65,-58.5,0,"",2020-09-15T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872814,Alfonso - EEA Pergamino,Nimbus THP,Mariano Alfonso,Buenos Aires,-33.91,-60.84,80,Ruta 8 km;  248.,1999-12-31T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872827,M Juarez - EEA Marcos Juarez,Nimbus THP,Marcos Juarez,Córdoba,-32.72,-62.11,110,Ruta 12 Km. 3 C.P.: 2580,2011-09-13T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872833,Las Armas - EEA Cuenca Salado,Nimbus THP,Las Armas,Buenos Aires,-37.09,-57.87,28,"R.P. Nº 74 km 90.5, C.P.: 7172",2012-10-25T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872927,Barreal - EEA San Juan,Nimbus THP,Barreal,San Juan,-31.62,-69.47,30,"Presidente Roca S/N. C.P. 5405, Barreal",2014-11-25T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A875001,5001,Nimbus THP,Hurlingham,Buenos Aires,-85,-60,0,-,2019-11-20T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872832,Maciá - EEA Conc. del Uruguay,Nimbus THP,Maciá,Entre Rios,-32.06,-59.6,0,"Camino de la Producción, km 40 (32 km N de Maciá)",2021-10-30T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872810,Llavallol - ICyA CIRN,Nimbus THP,Llavallol,Buenos Aires,-34.79,-58.45,23,"Ruta Prov. Nº 4, km 2, Lavallol. CP:1836",2011-07-21T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872849,Bariloche - EEA Bariloche,Nimbus THP,Bariloche,Río Negro,-41.12,-71.25,796,Modesta Victoria 4450  CP: 8400,2011-05-28T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872830,Concepción - EEA Conc. Uruguay,Nimbus THP,Concepción del Uruguay,Entre Rios,-32.49,-58.35,17,Ruta 39 Km 143.5,2012-10-29T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872890,San Pedro - EEA San Pedro,Nimbus THP,San Pedro,Buenos Aires,-33.74,-59.8,26,"Ruta 9, km 170 CP: 2930",2012-07-12T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872911,Montecarlo - EEA Montecarlo,Nimbus THP,Montecarlo,Misiones,-26.57,-54.73,200,"Av. El Libertador 2472, CP: 3384",2013-08-22T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872806,Chascomus - EEA Cuenca Salado,Nimbus THP,Chascomus,Buenos Aires,-35.74,-58.05,28.2000007629395,"",2014-11-21T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
A872837,Rauch - EEA Cuenca Salado,Nimbus THP,Rauch,Buenos Aires,-36.8,-59.11,103,"",2014-11-20T00:00:00Z[UTC],2024-07-22T00:00:00Z[UTC]
